,msd_id,echo_nest_id,artist,title,year,peak,weeks
2910,TRRHWWF12903CD839E,SOYMEEQ12A8C13F708,Roy Orbison,Blue Angel,1961,14,9
2911,TRNECHC128F42719AF,SOQNRUH12D021975AD,Roy Orbison,Blue Angel,1961,14,9
2912,TREQCVU128F92E9F49,SOOOJWI12D02193431,Roy Orbison,Blue Angel,1961,14,9
2913,TRGDPXJ128F4269C6E,SOINIWW12A8C136EE1,The Seekers,I'll Never Find Another You,1964,13,4
2914,TRBVAEK128F426933D,SOGDWEF12A8C138356,The Seekers,I'll Never Find Another You,1964,13,4
2915,TRGDLXQ128F4260C69,SOUVSTM12A8AE48BC8,Avril Lavigne,Sk8er Boi,2002,20,10
2916,TRQMELD128F930BE43,SOZEXFT12AF72A2578,Avril Lavigne,Sk8er Boi,2002,20,10
2917,TRYONHZ128F9311408,SOSTPVM12AB017CE4E,Avril Lavigne,Sk8er Boi,2002,20,10
2918,TRGDVRO128F92F5994,SOJZUDA12AB0184F1C,The Pussycat Dolls,I Hate This Part,2008,20,11
2919,TRNMMKM128F92F5992,SOWZSQY12AB0184F15,The Pussycat Dolls,I Hate This Part,2008,20,11
2920,TRSNZOG128F92F28A7,SOOQAVD12A8C143C7D,The Pussycat Dolls,I Hate This Part,2008,20,11
2921,TRGOMQC128F427E291,SOMBPXU12A58A7C87C,American Hi-Fi,Flavor Of The Weak,2001,20,41
2922,TRHVJHY128F1462BD3,SOQIQXW12A6D4F7DA9,American Hi-Fi,Flavor Of The Weak,2001,20,41
2923,TRGOGOM128F4292B39,SOVJIIN12A8C139F51,Sarah McLachlan,Building A Mystery,1997,22,13
2924,TRHEKXF128F42B858C,SOHJAYC12A8C13F54D,Sarah McLachlan,Building A Mystery,1997,22,13
2925,TRELRBO128F42AE19D,SOOIYTQ12A8C13CD5A,Sarah McLachlan,Building A Mystery,1997,22,13
2926,TRSIXNO128F92C3062,SOEJUJY12A58A7793D,Sarah McLachlan,Building A Mystery,1997,22,13
2927,TRGOCXO128F428B090,SOEWVSX12A58A782F7,Tyrese,How You Gonna Act Like That,2002,25,7
2928,TRGOCVT128F428BC83,SONPOVB12D02190B36,Blondie,Heart Of Glass,1978,21,1
2929,TRGOCNW12903CD6354,SOJQDCD12AB0187B8C,Chuck Berry,My Ding-A-Ling,1972,17,1
2930,TRNPPWA128F42B6406,SOWXXSP12A8C140C22,Chuck Berry,My Ding-A-Ling,1972,17,1
2931,TRGORBY128F92D1312,SOKHMEP12A8C143B44,Syl Johnson,We Did It,1973,3,95
2932,TRGOFMY12903CBA8D0,SONBBHF12A58A7ABAA,The Tymes,So Much In Love,1974,15,1
2933,TRFLJFT128F92F2D9F,SOYROON12A8C13FC4E,The Tymes,So Much In Love,1974,15,1
2934,TRQSKHX128F93280FA,SOHHHZW12A8C144005,The Tymes,So Much In Love,1974,15,1
2935,TRGOZFN128F146B08E,SOIWCFH12A6D4F73AC,Cornelius Brothers & Sister Rose,I'm Never Gonna Be Alone Anymore,1972,9,37
2936,TRGOIUN128E0784352,SOJEGDQ12A6701CB83,Wet Wet Wet,Wishing I Was Lucky,1987,8,58
2937,TRPQSCD128C7196A80,SOYGMPB12A6310E824,Wet Wet Wet,Wishing I Was Lucky,1987,8,58
2938,TRGOAJR128F92C7E77,SOIVYFG12A8C142D44,Connie Francis,Roundabout,1996,4,80
2939,TRGOAJI128F146E0AD,SOCREWX12B0B809720,All Saints,Never Ever,1997,19,4
2940,TRGOAML128F92EC212,SOKDUDO12AB018130A,The Police,Every Breath You Take,1983,22,1
2941,TRGXHFB128E0793AF5,SOPHGQU12CF5F88A87,The Police,Every Breath You Take,1983,22,1
2942,TREALFI128F147729E,SOWJMNI12CF5F89370,The Police,Every Breath You Take,1983,22,1
2943,TRXLRGQ128E07912D1,SOQBCNO12A6701E0A7,The Police,Every Breath You Take,1983,22,1
2944,TRGONBQ128F92F2424,SONTIGH12A58A7B348,The Happenings,Go Away Little Girl,1969,9,12
2945,TRGOJNO12903CAF8B5,SOZTXEP12AB018BF38,Shalamar,Amnesia,2008,9,73
2946,TRPLQBL12903CAF904,SOJTQIY12AB018CD09,Shalamar,Amnesia,2008,9,73
2947,TRGOSBZ128F92FDF9F,SOPAFOK12AB017F078,Ned Miller,From A Jack To A King,1963,13,6
2948,TRBGKZD12903D13D23,SONMZRR12AC4688C8C,Ned Miller,From A Jack To A King,1963,13,6
2949,TRZWKIW128F421806B,SORNSKV12A6D4FC52D,Ned Miller,From A Jack To A King,1963,13,6
2950,TRVJCHP128F92F12E2,SOBEGYE12A58A7B1E1,Ned Miller,From A Jack To A King,1963,13,6
2951,TRKCLRV12903CAB3D0,SOBYJNN12A8C140BC8,Ned Miller,From A Jack To A King,1963,13,6
2952,TRGOKDX128F4293624,SOPIJSW12A8C138542,Jefferson Starship,St. Charles,1976,5,64
2953,TRGOYDK128F146EC3C,SOXCOZK12A6D4F8622,John Fogerty,Rockin' All Over The World,1975,11,27
2954,TRRNMWV128F9311480,SOZPPRJ12AF72A8BB6,John Fogerty,Rockin' All Over The World,1975,11,27
2955,TRGXGJF128F933B4EB,SOZXQQE12AB0188753,Rihanna,Shut Up And Drive,2007,20,15
2956,TRGXCZA12903CADA1B,SOIMRFE12D021B3D23,Jackson 5,I'll Be There,1970,16,1
2957,TRNUKCN128F146DBE8,SOGCUCC12D0219444B,Jackson 5,I'll Be There,1970,16,1
2958,TREBMPD128E078F9D5,SOAWWRK12A6701DF74,Jackson 5,I'll Be There,1970,16,1
2959,TRGXRUY12903CB5612,SOTSQSX12AB0189A86,The Rivieras,Count Every Star,1992,4,73
2960,TRGXFJP128EF351815,SOFVEZX12A67AE10D6,Jermaine Jackson,That's How Love Goes,1972,11,46
2961,TRGXQFQ128F427CC14,SOYXQLA12A8C13B7F5,The Fleetwoods,Tragedy,1990,12,10
2962,TRTUPXI128F92F0EED,SOPHLTW12A58A7B3DE,The Fleetwoods,Tragedy,1990,12,10
2963,TREHHKK128F92F11AA,SOUCXKR12A8C140FCA,The Fleetwoods,Tragedy,1990,12,10
2964,TRGXIJO128F9317976,SOHJCOO12A58A7DF34,Don Gibson,Give Myself A Party,1987,10,46
2965,TRSMPJF128EF34F8B3,SOWHPFM12A6D2270EF,Don Gibson,Give Myself A Party,1987,10,46
2966,TRGXAKS128F42BA9AF,SOHQRMW12A8C142CFE,Kenny G,Havana,1996,19,66
2967,TRGXNRC12903CCF1A2,SOESWTW12A8C135B77,White Lion,When The Children Cry,1987,23,3
2968,TRJVYVB128F42683AE,SONFKWU12AF72A99BE,White Lion,When The Children Cry,1987,23,3
2969,TRGXTAS128F4250D3D,SOXEPUW12AF72A1A4B,Joe Walsh,Turn To Stone,1972,3,93
2970,TRGXLAM128F92D3C41,SOPQLYB12A58A7F881,Creedence Clearwater Revival,Fortunate Son,1969,4,14
2971,TRFOVTO128F4228CC3,SOLWRZI12A6D4FC4F0,Creedence Clearwater Revival,Fortunate Son,1969,4,14
2972,TRQYMFW128F932D3E6,SOOUVDE12AB0187865,Creedence Clearwater Revival,Fortunate Son,1969,4,14
2973,TROUUBG128F1489884,SOFRYUZ12A6D4F7F83,Creedence Clearwater Revival,Fortunate Son,1969,4,14
2974,TRKDRJC128F4228C21,SOJXCHE12A6D4FC957,Creedence Clearwater Revival,Fortunate Son,1969,4,14
2975,TRGXJZN128F931C08E,SORMBXX12A58A7AEC5,Freda Payne,Bring The Boys Home,1971,13,12
2976,TRGXDIH128F427F0AB,SOXFXDI12A8C13832B,Carole King,Jazzman,1974,16,2
2977,TRBWYVV128F92E8B49,SOGZCXD12CF5CFD68A,Carole King,Jazzman,1974,16,2
2978,TRJMSPZ12903CD5C25,SONDUTI12D021B27A5,Carole King,Jazzman,1974,16,2
2979,TRVSXTD128F427AA18,SOKLYZG12A8C135D6C,Carole King,Jazzman,1974,16,2
2980,TRDVOQR128F425ACEF,SOMOIPK12D0219440D,Carole King,Jazzman,1974,16,2
2981,TRGXORI128F4265BA0,SOWIUHE12A8C137AD1,Curiosity Killed The Cat,Misfit,1987,13,42
2982,TRGXOKT12903CD38A3,SOAXPWH12AB018C0E1,Theola Kilgore,This Is My Prayer,1998,9,60
2983,TRGXKMK128F931645B,SOLMWNQ12AB0187324,Black Sabbath,Paranoid,1970,8,61
2984,TRRNTKW128F427A9C6,SOACEUV12A8C1375C3,Black Sabbath,Paranoid,1970,8,61
2985,TRLOLLN128F931650E,SOHIUAT12AB017F59D,Black Sabbath,Paranoid,1970,8,61
2986,TRJPPXK128F931B0A6,SOHBXUF129F0824615,Black Sabbath,Paranoid,1970,8,61
2987,TRGKGRN128E0792763,SOPKNYC12AF72A4BB0,Nine Inch Nails,Closer,1994,22,41
2988,TRIIFIA128E07912F6,SOGJMJH12A6702154D,Nine Inch Nails,Closer,1994,22,41
2989,TRALATZ128E0791C21,SOUZCRX12869A033D0,Nine Inch Nails,Closer,1994,22,41
2990,TRENUOV128E0791C1D,SOASBHE12A6702149D,Nine Inch Nails,Closer,1994,22,41
2991,TRGKCEN128F4228AC9,SOCVDIR12A6D4F7196,Commodores,Just To Be Close To You,1976,16,7
2992,TRUGSVF128F145EC19,SOKZDFR12A6D4F78A7,Commodores,Just To Be Close To You,1976,16,7
2993,TRGKRQT128F1457173,SODXTEQ12A6D4F69A2,Gerry Rafferty,Days Gone Down (Still Got The Light In Your Eyes),1997,10,17
2994,TRGKFNA12903CDCE31,SODRHED12AB0187613,The Osmonds,Let Me In,1973,10,36
2995,TRHALJO12903CEAEA4,SOMKWWB12AC3DF549B,The Osmonds,Let Me In,1973,10,36
2996,TRIKVPP128F145FE8A,SODAKIB12A6D4F7D93,The Osmonds,Let Me In,1973,10,36
2997,TRGKQZW12903CCB4B8,SOHINTZ12AB018ABBC,Taylor Swift,Picture To Burn,2006,20,28
2998,TRKYRGZ128F92DE268,SOCTASX12AB017FC0E,Taylor Swift,Picture To Burn,2006,20,28
2999,TRGKQYE128F92E235D,SOEIKWC12A8C140D19,Robert Palmer,I Didn't Mean To Turn You On,1985,22,2
3000,TRYFBJK12903CD9523,SOEHBOK12AB018DB36,Robert Palmer,I Didn't Mean To Turn You On,1985,22,2
3001,TRGKNWH128F92F11FE,SOZOEAK12A58A77A23,Tommy Roe,Hooray For Hazel,1966,13,6
3002,TROGMBI128F4272C8C,SOVTUNB12A8C13CBDE,Tommy Roe,Hooray For Hazel,1966,13,6
3003,TRGKPDG128F42633AC,SOYOSJH12A8C133916,The Jacksons,Lovely One,1980,18,12
3004,TRGKEDF12903CBCB0B,SOWUREO12AB018D6C3,Edwin Starr,Back Street,1988,2,95
3005,TREENGC128F4266156,SOPFHKI12A8C13A88D,Edwin Starr,Back Street,1988,2,95
3006,TRGKSGR128F9321187,SOHJBTX12AB017BAEA,Dusty Springfield,The Windmills Of Your Mind,1969,8,31
3007,TRENOEP128E0791229,SODONJT12A6701E023,Dusty Springfield,The Windmills Of Your Mind,1969,8,31
3008,TRGKSGI128F146B1A8,SOPTWDT12A6D4F81E3,Bad English,When I See You Smile,1989,22,1
3009,TRGKVXO128F92C9DE6,SOFCRQF12A8C142C79,Jazmine Sullivan,Need U Bad,2008,20,37
3010,TRHTVHS128F92D4F2A,SOVNYLJ12D021B47A3,Jazmine Sullivan,Need U Bad,2008,20,37
3011,TRPLDFN128F932A16E,SOQSPLN12AB0186B47,Jazmine Sullivan,Need U Bad,2008,20,37
3012,TRDBQWM128F92C9DE3,SONMNLT12D0219313B,Jazmine Sullivan,Need U Bad,2008,20,37
3013,TRGYHWM128F92CD166,SOFECZG12A8C144496,Al Green,Call Me (Come Back Home),1975,11,10
3014,TRGYHIT128E07918B7,SOHQJXI12A6701F607,The Crusaders,Street Life,1979,16,36
3015,TRECSGP128F92F4810,SOSHNNM12AB017DC75,The Crusaders,Street Life,1979,16,36
3016,TRGYRMA128E078FC55,SORHLQN12A6701FC3E,Erykah Badu,Danger,2003,11,82
3017,TRGYQLF128F92F6932,SOTZZQP12AB0180DC0,Bo Diddley,Road Runner,1962,6,75
3018,TRGYQSK128F9330CAE,SOPRVCR12AF72A774F,The Association,Cherish,1966,14,1
3019,TRIISEF12903CDFAAF,SOIBVVJ12A58A7BA53,The Association,Cherish,1966,14,1
3020,TRGYZUD128E0788E8F,SOPTWFY12A6701C53A,Nine Inch Nails,The Hand That Feeds,2005,20,31
3021,TRREDKK128E078DAE0,SORSIXN12A6701D5F8,Nine Inch Nails,The Hand That Feeds,2005,20,31
3022,TRAWCCM128F146E3E6,SOZNPBO12CF57023C7,Nine Inch Nails,The Hand That Feeds,2005,20,31
3023,TROHNMG128E0788E8E,SOCDPFL12D021902E6,Nine Inch Nails,The Hand That Feeds,2005,20,31
3024,TRXJZXI128E0788E81,SOGECFU12D02193AB5,Nine Inch Nails,The Hand That Feeds,2005,20,31
3025,TRKEXNX128E0788E8D,SOMHAWW12CF5828963,Nine Inch Nails,The Hand That Feeds,2005,20,31
3026,TRGYIBA128F145D064,SONKBDC12A6D4F8251,Johnny Burnette,Dreamin',1984,15,11
3027,TRRLUML128F145BE12,SOPWLGN12A6D4F748B,Johnny Burnette,Dreamin',1984,15,11
3028,TRIWYTZ128F1461661,SOYLTUY12A6D4F6C3A,Johnny Burnette,Dreamin',1984,15,11
3029,TRGYAEZ128F14A473F,SOLHKBH12A6D4FB6B6,Tommy James And The Shondells,Somebody Cares,1989,5,53
3030,TRGYPTZ12903CF7CD4,SOWLGPC12AC4687282,Sara Evans,Suds In The Bucket,2003,20,33
3031,TRGYLOK12903CFA4DB,SOETEAJ12AF72A6AC3,The Animals,It's My Life,1965,12,23
3032,TRGYJEA128F92D5D30,SOGBTEK12AF72A3161,Jonas Brothers,Hold On,2007,7,53
3033,TRDQRDW128F4255F86,SOPILMY12A8151AB6A,Jonas Brothers,Hold On,2007,7,53
3034,TRGYSHN128F425FD74,SOZIUMG12A8AE49351,Michael Jackson,Wanna Be Startin' Somethin',1982,15,5
3035,TRQLYDZ128F9314C49,SOSSSWF12A58A77D14,Michael Jackson,Wanna Be Startin' Somethin',1982,15,5
3036,TRUTSFJ128F92CC09E,SOXEGEB12A8C141422,Michael Jackson,Wanna Be Startin' Somethin',1982,15,5
3037,TREPOJW128F92EB4AE,SOEOTII12CF5F86AD8,Michael Jackson,Wanna Be Startin' Somethin',1982,15,5
3038,TRGYDMD128F424DF44,SOXNSRM12A58A7C24C,Ramsey Lewis Trio,"The ""In"" Crowd",1973,16,5
3039,TRGYXWF12903CA560E,SODBCES12AB018A6F9,Harpers Bizarre,Anything Goes,1967,8,43
3040,TRGYYAI128F42AD908,SOFYMCY12A8C13E676,Roy Orbison,The Crowd,1962,10,26
3041,TRETFHZ12903CA816A,SOSPHVU12AB0189F47,Roy Orbison,The Crowd,1962,10,26
3042,TRHMMZX128F14603EC,SOVGTVV12D021903CB,Kenny Rogers,Daytime Friends,1977,12,28
3043,TRXIKZN128F145EEF7,SOAKDUB12A6D4F61C2,Kenny Rogers,Daytime Friends,1977,12,28
3044,TRHMWWI128F92F5745,SOIQNYM12AAF3B46D0,Crash Test Dummies,Superman's Song,1991,6,56
3045,TRXAKQS128F428CEE9,SOSLVKJ12A8AE4789C,Crash Test Dummies,Superman's Song,1991,6,56
3046,TRHMGOP128F4295022,SOATAFI12A8C13A50B,Jim Reeves,Billy Bayou,1990,95,95
3047,TRPDCPZ128F429EEC2,SOTQQBR12A3F1EBF21,Jim Reeves,Billy Bayou,1990,95,95
3048,TRHMCIF128F145CC1B,SONJYJK12A6310E2F8,KC And The Sunshine Band,Do You Wanna Go Party,1979,10,50
3049,TRKJOGP128F930A0B9,SOAQSYS12AB017D2E8,KC And The Sunshine Band,Do You Wanna Go Party,1979,10,50
3050,TRHMFWC12903CD8191,SOTNZVH12A8C143280,Henson Cargill,Skip A Rope,1968,12,25
3051,TRHMFHF128F147EB2D,SOUBVEK12A6D4F95D8,New Edition,Is This The End,1983,4,85
3052,TRHMFUF128F932F9AF,SOSQRQY12AB0180941,Dean Martin,Come Running Back,1994,7,35
3053,TRHMZSP128F145B044,SOZOCWI12A6D4F4195,Jay & The Americans,She Cried,1987,14,5
3054,TRHMAHT128F4275868,SOFLEGY12A6D4F4A4E,D'Angelo,Me And Those Dreamin' Eyes Of Mine,1995,6,74
3055,TRHMAMT128F426457D,SOIYSHH12AF72A3400,Kenny Loggins,This Is It,1979,23,11
3056,TRFWGNV128F933D474,SOFMDJC12AB01838DA,Kenny Loggins,This Is It,1979,23,11
3057,TRDFBVI128F42723C8,SOJOYLE12A8C13374E,Kenny Loggins,This Is It,1979,23,11
3058,TRHMPUE128F933D45A,SOKFFPO12AB018AC1D,The Marketts,Batman Theme,1966,9,17
3059,TRBNYJT12903CB967B,SOGEBBR12A8C13F0FE,The Marketts,Batman Theme,1966,9,17
3060,TRHMJGO128F9327FB7,SOVAANP12AB01884E9,Tavares,Check It Out,1974,12,35
3061,TRXARCW128F145942C,SOEHWKX12A6D4F65AF,Tavares,Check It Out,1974,12,35
3062,TRHMJUO128F422B9AB,SOBLLRP12A6D4FD0B0,Smokey Robinson & The Miracles,I Second That Emotion,1967,15,4
3063,TRCJHPH128F149C469,SOYQKDH12A6D4F8D47,Smokey Robinson & The Miracles,I Second That Emotion,1967,15,4
3064,TRNULCM128F92DE4CD,SONVLRD12AAF3B556C,Smokey Robinson & The Miracles,I Second That Emotion,1967,15,4
3065,TRLHUXG128F9337F8A,SOYXNII12AB0186D46,Smokey Robinson & The Miracles,I Second That Emotion,1967,15,4
3066,TRDCTSZ128F4273AAF,SOKQZQN12A6D4F6C36,Smokey Robinson & The Miracles,I Second That Emotion,1967,15,4
3067,TRDTXAH128F9322744,SOQJHUW12AB0188A24,Smokey Robinson & The Miracles,I Second That Emotion,1967,15,4
3068,TROVQNB128F425FA4F,SOUYMLX12A6D4F893F,Smokey Robinson & The Miracles,I Second That Emotion,1967,15,4
3069,TRHMVVD128F9355699,SOEXTEC12A58A7DB8B,The Chordettes,Never On Sunday,1987,12,13
3070,TRHMXVQ128F92F37E1,SOWAHOW12AF72A2E16,Eric Carmen,All By Myself,1970,19,2
3071,TRHMXKL128F92F53DE,SOXEDOL12CF530E606,Cheap Trick,Everything Works If You Let It,1998,10,44
3072,TRHWWLK12903CE38FE,SOCDKRW12AB018E0CE,Freddy Cannon,Tallahassee Lassie,1959,15,6
3073,TRTXISR12903CBC90D,SOZLLFU12AB01853DC,Freddy Cannon,Tallahassee Lassie,1959,15,6
3074,TRDJBVR12903CBC54C,SORDDBQ12AB0186388,Freddy Cannon,Tallahassee Lassie,1959,15,6
3075,TRHWHLX128EF3563B6,SOCGCEO12A6D4F56CF,The Tams,Silly Little Girl,1971,87,87
3076,TRHWCPE128F4265BA5,SOKLXQR12A8C13243F,The Jacksons,Can You Feel It,1980,5,77
3077,TRZAMKB128F92F166C,SORLIZU12A8C1392AD,The Jacksons,Can You Feel It,1980,5,77
3078,TRVHMJJ128F425F693,SONVELP12A8C144EFD,The Jacksons,Can You Feel It,1980,5,77
3079,TRDKEXC12903D04EC7,SOXZSJS12A8AE48980,The Jacksons,Can You Feel It,1980,5,77
3080,TRHWRGP128F428C5AC,SOIVVKY12A8C137224,Clint Black,Something That We Do,1997,9,76
3081,TRHWBPK128F4249DC7,SOOFXTA12A6D4FCC8A,John Travolta,Greased Lightnin',1992,8,47
3082,TRJIVGG128F92E63FB,SOAXBGI12AB017F093,John Travolta,Greased Lightnin',1992,8,47
3083,TRHWBBE128E0791D9A,SONLLBW12CF5465245,Bryan Adams,One Night Love Affair,1984,15,13
3084,TRHWBQT12903D05236,SOFAGDP12A8C13D138,Faithless,Insomnia,1995,19,62
3085,TRFOIJO128F42AEB45,SOXMEZP12A8C13F6B3,Faithless,Insomnia,1995,19,62
3086,TRFKHHQ128F42923AD,SOELBFE12A8C13C90E,Faithless,Insomnia,1995,19,62
3087,TRQLNVY128E0793801,SOBOOIR12A679D7E1E,Faithless,Insomnia,1995,19,62
3088,TROKIWO128F42AEB47,SODCKYC12A8C13F6B8,Faithless,Insomnia,1995,19,62
3089,TRXATWV128F42921CE,SOPAZSE12A8AE45734,Faithless,Insomnia,1995,19,62
3090,TRXJPCA128F92C491C,SOUOKBE12A8C141337,Faithless,Insomnia,1995,19,62
3091,TRHWQQY128F427B6EB,SOEPJEF12AF72A44DA,A Perfect Circle,Weak And Powerless,2003,18,61
3092,TRHWAOK128F4269D0D,SOTIMLU12A8C133768,Lenny Welch,Since I Fell For You,1979,16,4
3093,TRDRFWQ12903CAB386,SOWUXAZ12AB017FB85,Lenny Welch,Since I Fell For You,1979,16,4
3094,TRXNRWQ128F9338E81,SOJUPLS12A8C14258D,Lenny Welch,Since I Fell For You,1979,16,4
3095,TRHWANA128F93173FC,SOJEHFI12AB0180308,Lynyrd Skynyrd,Free Bird,1973,20,19
3096,TRHTCQI128F42143FB,SOQEKKP12CF5F8735A,Lynyrd Skynyrd,Free Bird,1973,20,19
3097,TRHWPMY12903CA8F47,SOXHPKX12AB0186701,John Waite,Restless Heart,1984,8,59
3098,TRHWPMU128F429D11C,SOQMTRG12A8C13E3F1,The Box Tops,Cry Like A Baby,1968,15,2
3099,TRIVSEE12903CD7238,SOSZIZY12AF729E4F8,The Box Tops,Cry Like A Baby,1968,15,2
3100,TRTXWHX128F934A811,SOZOVPT12AB018750F,The Box Tops,Cry Like A Baby,1968,15,2
3101,TRKWQXW128F429D13E,SOZTBPB12A8C139DFE,The Box Tops,Cry Like A Baby,1968,15,2
3102,TRHWPOC128F145C7A4,SODOLKD12A6D4F601A,Tom Cochrane,Life Is A Highway,1992,26,6
3103,TRHWTVK128E078E824,SOVUBJV12A58A7B7FB,Shania Twain,Don't Be Stupid (You Know I Love You),1997,16,40
3104,TRHWETR128E07817BA,SOHGPTX12A6310EED3,The Beach Boys,Good Timin',1979,10,40
3105,TRHWVHW128F931B293,SOCVQUO12A6D4FAAF4,Tammi Terrell,I Can't Believe You Love Me,1968,5,72
3106,TRATYFO128F9310F60,SOLJLZL12AB017F975,Tammi Terrell,I Can't Believe You Love Me,1968,5,72
3107,TREJMVP128F9310FAA,SOQTUQD12AB0182F30,Tammi Terrell,I Can't Believe You Love Me,1968,5,72
3108,TRHWOBG128F4290681,SOQLECX12A8C13E270,Little Milton,That's What Love Will Make You Do,1989,6,59
3109,TRCBLIM128F93193D4,SONYMIM12AB017E174,Little Milton,That's What Love Will Make You Do,1989,6,59
3110,TRFCNDB128F1471578,SOVNUFZ12A6D4F6EA4,Little Milton,That's What Love Will Make You Do,1989,6,59
3111,TRFFHXV128F428AC40,SOMAZCR12A8C1403FB,Little Milton,That's What Love Will Make You Do,1989,6,59
3112,TRHWXYL128F92FCBB1,SOWXFHV12A8C142A76,Herbie Hancock,Rockit,1983,9,71
3113,TRHWXVO128F92F1658,SOUYLFM12A8C144622,The Cowsills,Hair,1969,15,2
3114,TRIJKJV128F92F2E64,SOWMYEG12A8C14363A,The Cowsills,Hair,1969,15,2
3115,TRIVJNY128F933D7D9,SOTGELW12AB0180E68,The Cowsills,Hair,1969,15,2
3116,TRHGMPI128F42480AA,SOOKNLQ12A6D4FCD8D,Phil Vassar,Love Is A Beautiful Thing,2007,17,48
3117,TRHGWJL128F42B77F5,SOWTDBV12A8C141F04,CeCe Peniston,Keep On Walkin',1992,21,15
3118,TRHGCXF128F92FE4D3,SOFKVCC12AB017B735,The Trammps,Zing Went The Strings Of My Heart,1975,11,64
3119,TRJETTG128F932D2AA,SOKTNOZ12AB0187D8A,The Trammps,Zing Went The Strings Of My Heart,1975,11,64
3120,TRHGRCA128F149F6B6,SOZREPK12CF57010B0,Corinne Bailey Rae,Like A Star,2005,2,56
3121,TRZRXYO128F4236F45,SOOUNEL12A8AE4929C,Corinne Bailey Rae,Like A Star,2005,2,56
3122,TRDAVUX12903CA44F7,SOQSJXU12CF5F87135,Corinne Bailey Rae,Like A Star,2005,2,56
3123,TROJJCR128F1487C15,SOOFFOR12A6D4F968F,Corinne Bailey Rae,Like A Star,2005,2,56
3124,TRHGIVN12903CBA3EF,SOWCXWN12A8C131706,Jimmy Dean,Big Bad John,1961,16,1
3125,TRAWBEZ128F92FE5C5,SOHRGRM12AB017D941,Jimmy Dean,Big Bad John,1961,16,1
3126,TRXHFNU128F933C76F,SOXXJSR12AB018403F,Jimmy Dean,Big Bad John,1961,16,1
3127,TRXKYWE12903CAB3C4,SOJIORS12AB0185CCA,Jimmy Dean,Big Bad John,1961,16,1
3128,TRYATCI128F425F19D,SOUCTMK12A8AE4893F,Jimmy Dean,Big Bad John,1961,16,1
3129,TRHGISC128F932EAF9,SOCYGLY12A8C143A07,The Tokens,I Hear Trumpets Blow,1994,8,30
3130,TRHGIXP128F4270A87,SOEONFD12A8C136B99,The Manhattans,Hurt,1976,2,97
3131,TRQNFHU128F4267D43,SOIZQFN12A8C132780,The Manhattans,Hurt,1976,2,97
3132,TRNESJV128F42725F7,SOMVOZH12A8C13709E,The Manhattans,Hurt,1976,2,97
3133,TRPLOCX12903D03BD2,SOESRON12AC4687327,The Manhattans,Hurt,1976,2,97
3134,TRHGPKM128F149239D,SOCCASN12B0B8069FA,The Police,Don't Stand So Close To Me '86,1986,9,46
3135,TROQUNM128F42340E9,SOCCASN12B0B8069FA,The Police,Don't Stand So Close To Me '86,1986,9,46
3136,TRHGTJE128F148D471,SOHPYOL12A6D4F667A,Conway Twitty,Linda On My Mind,1990,8,61
3137,TRHGEFJ128F92D1AE0,SOKXBCK12A8C1423C6,Loggins & Messina,Thinking Of You,1972,13,18
3138,TRHGVHD12903C97484,SOMPJUB12A8C141C90,Crystal Gayle,Talking In Your Sleep,1978,18,18
3139,TRQWCGZ128F145AE3A,SOKQZAA12A6D4F90BC,Crystal Gayle,Talking In Your Sleep,1978,18,18
3140,TRIBGHS128F1461861,SODWIJI12A6D4F641D,Crystal Gayle,Talking In Your Sleep,1978,18,18
3141,TRHGOXF12903CB3A5C,SOHOWCL12AF72A4F7B,Gloria Gaynor,How High The Moon,1975,5,75
3142,TRHGXNB128EF34DEAA,SOBPHEW12A6BD4D40F,David Ruffin,I'm So Glad I Fell For You,1995,7,53
3143,TRUASTV128F931B3FE,SOJNXCH12AB0183DA2,David Ruffin,I'm So Glad I Fell For You,1995,7,53
3144,TRXXACA128F931B3FB,SOXFWFQ12AB0183D9D,David Ruffin,I'm So Glad I Fell For You,1995,7,53
3145,TRHGXTH128F92D2B6A,SOKAMXI12A8C144465,The Orlons,Don't Hang Up,2005,15,4
3146,TRFDZYB12903CAB761,SOCCGXR12AB01845E0,The Orlons,Don't Hang Up,2005,15,4
3147,TRAIXSB12903CC662C,SODKJGW12A8C140BB1,The Orlons,Don't Hang Up,2005,15,4
3148,TRHGXAN12903CBD07B,SOYGJCY12AB018946E,The Pointer Sisters,Happiness,1978,10,30
3149,TRTSBQX12903CD4FFF,SOUTCKV12AF72A8EC8,The Pointer Sisters,Happiness,1978,10,30
3150,TRHGKFB128F427E0E4,SOFYNII12A8C137055,Pearl Jam,Given To Fly,1998,16,21
3151,TRNWRHF128F427E172,SOCJLCX12A8C1358F2,Pearl Jam,Given To Fly,1998,16,21
3152,TROCQAJ128F930D923,SONARFI12AB0182B83,Pearl Jam,Given To Fly,1998,16,21
3153,TRHGYNK128F92D50C0,SOSOZEO12D02198E8B,Natasha Bedingfield,Single,2004,6,57
3154,TRZWRVC128F42A35A0,SOZYUBZ12A8C13DF79,Natasha Bedingfield,Single,2004,6,57
3155,TRPIPQI128F92EFC99,SOUCEUI12AB01800D2,Natasha Bedingfield,Single,2004,6,57
3156,TRJOEIP128F429B2C1,SOVADDE12CF5F871FF,Natasha Bedingfield,Single,2004,6,57
3157,TRVCKCS128F932B95C,SOHRRVD12AB018349B,Natasha Bedingfield,Single,2004,6,57
