,msd_id,echo_nest_id,artist,title,peak,weeks
3724,TRHABZG128EF35337D,SOAGRCI12A6D4F296E,Eddie Fisher,Tonight,6,44
3725,TRHAFBD128F9322949,SOCFDVA12AB018867D,Mica Paris,My One Temptation,4,97
3726,TRTRLLX12903C9C7B5,SOFXRUO12A6701E2FE,Mica Paris,My One Temptation,4,97
3727,TRHAQSN128F428A357,SOSSNCY12A8C137B3F,Lonestar,With Me,15,63
3728,TRHAZDC12903CB7CB9,SOAXRDJ12AB017BDF0,Johnny Nash,I Can See Clearly Now,20,1
3729,TRHEOII12903CB23D6,SOENYUH12AB0187813,Johnny Nash,I Can See Clearly Now,20,1
3730,TRUKZDP128F42739E9,SOBKRQH12A8C1364DF,Johnny Nash,I Can See Clearly Now,20,1
3731,TROPKKC128F4257BDC,SOOCDHT12A58A7DB51,Johnny Nash,I Can See Clearly Now,20,1
3732,TRHAZUV128F9305CF2,SOEUVNS12AB01860F5,Joe Simon,Music In My Bones,4,92
3733,TRPMHDF128F9304833,SOJVCUK12AB0184E90,Joe Simon,Music In My Bones,4,92
3734,TRHANAN128F931C3E9,SOXSYVD12AB018431C,Filter,Hey Man Nice Shot,7,76
3735,TRHATRN128F934A8E2,SOWYITB12AB0180924,The Impalas,Sorry (I Ran All The Way Home),18,2
3736,TRECJSG128F930E167,SOYKYWZ12AB017F59D,The Impalas,Sorry (I Ran All The Way Home),18,2
3737,TRHATAE128F92E583E,SOHHSGK12A8AE49262,Alicia Keys,Like You'll Never See Me Again,24,12
3738,TRZXAGH128F93232BE,SOHHSGK12A8AE49262,Alicia Keys,Like You'll Never See Me Again,24,12
3739,TRJLCPQ128F425BBB3,SOLRRSD12A8AE4926A,Alicia Keys,Like You'll Never See Me Again,24,12
3740,TRSSSOL128F92E5840,SOPKGJJ12A8AE4883C,Alicia Keys,Like You'll Never See Me Again,24,12
3741,TRHALTG128F931B15E,SOMVRRS12A58A7D10E,The Marvelettes,You're My Remedy,7,48
3742,TRLDWZT128F42876F8,SOVNOZR12A8C1398D1,The Marvelettes,You're My Remedy,7,48
3743,TRHASUT128F42838EF,SOKHFDZ12A6701F5C9,Cat Stevens,Banapple Gas,6,41
3744,TRANXZG128F92E2D7A,SOUWOPV12A8C141F1E,Cat Stevens,Banapple Gas,6,41
3745,TRHASLR128F4279984,SOMITMS12D02193375,Nas,One Mic,13,43
3746,TRHAYSK128F4267D80,SOBSHRL12A8C133A11,Karla Bonoff,Please Be The One,7,63
3747,TRHNGMV128F426236F,SOKUVGP12AF72A8E6A,Lita Ford,Shot Of Poison,14,45
3748,TRHNCES128F92F0812,SOJJOWM12AB017E145,Gloria Estefan,Oye Mi Canto (Hear My Voice),7,48
3749,TRHNQTF128F9311AF3,SOQTSJC12AB017F375,Cher,You Better Sit Down Kids,13,9
3750,TRAPYJY128F145DDBF,SORGUCP12A6D4F6954,Cher,You Better Sit Down Kids,13,9
3751,TRHNNHS12903CF8A58,SOBDKAR12A8C13D139,Johnny Tillotson,Earth Angel,7,57
3752,TRHNENS128E0799A33,SOGVNNL12A67AE0CFB,Ashlee Simpson,L.O.V.E.,18,22
3753,TRHNSVH128F92FD386,SORYQZL12A8C140F1E,Lou Christie,Two Faces Have I,15,6
3754,TRNPPRA128F92F19AF,SODWGIX12A8C1412CB,Lou Christie,Two Faces Have I,15,6
3755,TRORFTJ128EF34FDBB,SOOPNIX12A6D2281DF,Lou Christie,Two Faces Have I,15,6
3756,TRHNVYP128F4262C22,SOESRBI12A8C1317FB,Journey,Open Arms,18,2
3757,TRPRERE128F4274BAE,SOYCNVR12A8C136BFB,Journey,Open Arms,18,2
3758,TRHNDIX128F427220B,SOFJIVD12A58A79C1B,Tiffany,I Saw Him Standing There,14,7
3759,TRHPMMU12903D16709,SOGQHTO12AC4688ED7,Graham Central Station,The Jam,6,63
3760,TRCNJRO12903CE3E19,SOTBOGZ12AB018C0E0,Graham Central Station,The Jam,6,63
3761,TRHPWMB128F4264720,SOZIMYB12A8C132C87,Robert Goulet,Summer Sounds,7,58
3762,TRHPHLI128F42A35D9,SONIYTM12A8C13E3D1,Lonestar,Everything's Changed,2,95
3763,TRHPCVY128F425C3C2,SOPCPRI12A8C1375D0,Ray Anthony,Worried Mind,8,74
3764,TRHPFJR12903CA41DA,SOOYQXS12A6D4F84B9,Spandau Ballet,True,18,4
3765,TRRGVPW128F92F7B65,SOLQDSY12A8C141162,Spandau Ballet,True,18,4
3766,TRRXLYS12903CE1106,SOLCGBI12A6D4F7F66,Spandau Ballet,True,18,4
3767,TRHPZIT128F148B263,SOTQVSE12A6D4F8200,Puddle Of Mudd,She Hates Me,23,13
3768,TRHPNKR128F428CCD3,SOIOXIK12A8C13A410,OutKast,Jazzy Belle,14,52
3769,TRSJUAA128F428CCE6,SOAEQWT12A8C139BD8,OutKast,Jazzy Belle,14,52
3770,TRHPLLI128E078E7DE,SOPVENC12A6701DEE8,Bobby Brown,Every Little Step,21,3
3771,TRXNONC128F425C2DC,SOLUYTC12A8C13600F,Bobby Brown,Every Little Step,21,3
3772,TRHPSDO12903CE5189,SOZKNSB12A8C140F11,Iyaz,Replay,34,2
3773,TRHPKJO128F4284B81,SOJDUKZ12D0219BC3B,Next,I Still Love You,20,14
3774,TRCTLQY128F92F1539,SOTGISK12D02193153,Next,I Still Love You,20,14
3775,TRHPYZD128E07918DE,SOOYZEB12A6310D7D6,The Mamas & The Papas,Look Through My Window,7,24
3776,TRRITAK128F429D849,SOOSBCU12A8C13B576,The Mamas & The Papas,Look Through My Window,7,24
3777,TRXORPL128E079191B,SODOWVU12A6D4F7AD7,The Mamas & The Papas,Look Through My Window,7,24
3778,TRHTHOR12903CE4751,SOKDSHM12AB018BFC5,Mindy McCready,Guys Do It All The Time,9,72
3779,TRAWGXD128F428A36B,SOGEMNI12A8C13A780,Mindy McCready,Guys Do It All The Time,9,72
3780,TRHTCXG12903CC2F60,SOLLNTU12A6701CFDC,3 Doors Down,Kryptonite,53,3
3781,TROGXGS128E078A493,SOVZHSH12A6702065E,3 Doors Down,Kryptonite,53,3
3782,TRKVPWH128F427E9FD,SOAGWJD12A8C13BBDE,3 Doors Down,Kryptonite,53,3
3783,TRHTCFT12903CBEEB5,SOZGTZI12AB018A560,Vic Dana,Crystal Chandelier,7,51
3784,TRHTCAP128F4238224,SOQCAKS12A8C1338BC,Terri Clark,I Wanna Do It All,20,38
3785,TRHTRKM128E0792004,SOFEWAF12A6701D7EC,The Temptations,My Girl,13,1
3786,TRHTBSW128F93161FA,SOQXCAR12CF5F88ED4,Simon & Garfunkel,Bridge Over Troubled Water,14,1
3787,TRBBAIU128F92F3FB3,SOMXBWY12D021B22FD,Simon & Garfunkel,Bridge Over Troubled Water,14,1
3788,TRHTIOI128F9303A1D,SOLSIIH12AB0183967,James Carr,I'm A Fool For You,3,97
3789,TRHTIUW128E078FFC4,SOCHDKT12A6701EA0C,The Supremes,When The Lovelight Starts Shining Through His Eyes,11,23
3790,TRTHYMJ128EF349A39,SOTQPRS12A6D4FB0D1,The Supremes,When The Lovelight Starts Shining Through His Eyes,11,23
3791,TRHTAIQ128F427275A,SORHMOX12A58A796F6,Redbone,Come And Get Your Love,23,5
3792,TRPAMDW128F92F15C1,SOMPEOL12A8C1444B1,Redbone,Come And Get Your Love,23,5
3793,TRLQCUI12903CD7FAA,SOBRZZD12AB017F414,Redbone,Come And Get Your Love,23,5
3794,TRHTTGF128F428B242,SOQNUDF12A8C1393BE,Carolyn Dawn Johnson,Georgia,5,98
3795,TRHTLWR12903CE5FB6,SOTLPIB12AC3DF9747,Brownstone,I Can't Tell You Why,13,54
3796,TRABEIU128F4266CC2,SOYGGMQ12A8C133C39,Brownstone,I Can't Tell You Why,13,54
3797,TRHTLON128F93047FC,SOSFRRV12AB0181CF8,Joe Simon,Power Of Love,15,11
3798,TRLCHPH128F9303736,SODDVYQ12AB017EF85,Joe Simon,Power Of Love,15,11
3799,TRHTSFS128F14A2ABF,SOUENAE12A6D4FADE2,Sam & Dave,When Something Is Wrong With My Baby,8,42
3800,TRULQWI12903CBB090,SOSQMKE12AB018A380,Sam & Dave,When Something Is Wrong With My Baby,8,42
3801,TREUTBD12903CAAD35,SOTEXSY12AB018A54C,Sam & Dave,When Something Is Wrong With My Baby,8,42
3802,TRJIZOL12903C9AFFC,SOESEAG12A58A7AD2D,Sam & Dave,When Something Is Wrong With My Baby,8,42
3803,TRVXZCJ128F4272C94,SOXSLUX12AB01807F0,Sam & Dave,When Something Is Wrong With My Baby,8,42
3804,TRHTOVS128F92EBF0E,SOWPVIC12AB01821DE,Miley Cyrus,7 Things,15,9
3805,TRJPGDH128F930CC26,SOTIORL12AB017E0B3,Miley Cyrus,7 Things,15,9
3806,TRHTOGD128C719632C,SOIDDYN12A6310D7B5,Lynyrd Skynyrd,Double Trouble,3,80
3807,TRHTYAC128F42BCCC8,SOGNVIU12A8C13FD02,Alabama,Take Me Down,13,18
3808,TRYNUGG128F4283E60,SOGSATJ12A8C138E8A,Alabama,Take Me Down,13,18
3809,TRHUMIB128F429D622,SOVTVEB12A8C13C9DE,Madcon,Beggin',10,79
3810,TRRLNBA128F429D5EC,SOFARXV12A8C13D53D,Madcon,Beggin',10,79
3811,TRTJGYU128F429D5CE,SOXNTJG12A8C13D4C9,Madcon,Beggin',10,79
3812,TRESAAR128F932A45D,SOGETEU12A8C1410AA,Madcon,Beggin',10,79
3813,TRKQSBW128F429D626,SOPJARU12A8C13C9E8,Madcon,Beggin',10,79
3814,TRYHTFK128F429D5E3,SOHMURI12A8C13D51B,Madcon,Beggin',10,79
3815,TRHUWPK128F4284B74,SOBLIYT12AF72A3FCC,Love,Alone Again Or,3,99
3816,TRHUWGN128F9358C45,SOVTSFY12D021B2A5D,Ne-Yo,Mad,24,11
3817,TRHUGKE128F1490DFF,SOEJDBP12A6D4FA04C,Cameo,She's Strange,11,47
3818,TRNFFZV128F933811D,SOIEGPR12A8C13EE3F,Cameo,She's Strange,11,47
3819,TRLEEBU128F145EC4B,SOQKUEC12A6D4F78D4,Cameo,She's Strange,11,47
3820,TRXJLMW128E0794617,SOVCHPO12A6D4F9F86,Cameo,She's Strange,11,47
3821,TRHUGUO12903CA0EDB,SOGLANM12AB018B07F,Johnny Paycheck,She's All I Got,2,91
3822,TRZZMIT128F92FBE39,SOHAHIW12AB018454F,Johnny Paycheck,She's All I Got,2,91
3823,TRAOLEA128F4271C68,SOLVRID12A8C136EB1,Johnny Paycheck,She's All I Got,2,91
3824,TRPOTAS128F9330B72,SOBIPKD12AB0184BA9,Johnny Paycheck,She's All I Got,2,91
3825,TREQEKE12903CB73FD,SOLEELE12AB0189337,Johnny Paycheck,She's All I Got,2,91
3826,TRHURXV12903CC4E2A,SOZSKAC12AB0187C51,Rose Royce,I'm Going Down,7,70
3827,TRHURCX128F92EC805,SOVSCDA12A6D4F67A7,Kenny Rogers,Sweet Music Man,8,44
3828,TRHUBQI128F14611C8,SORROHU12A6D4F7C64,The Waitresses,I Know What Boys Like,6,62
3829,TRHOJYL128F931C8A2,SOOLILQ12AB0184C17,The Waitresses,I Know What Boys Like,6,62
3830,TRHUBPB12903CFB6A9,SOPGWWJ12AC4689B4C,Jackie Wilson,We Have Love,2,93
3831,TRCFDVC128F931FB33,SOEXJRQ12AB0180ACA,Jackie Wilson,We Have Love,2,93
3832,TRHUZTD128E078F4EA,SOEZMXE12A6701DF63,K-Ci & JoJo,All My Life,36,1
3833,TROQHPL128F1484D32,SOIBLTL12A6D4F9A2E,K-Ci & JoJo,All My Life,36,1
3834,TRHUIUK128F92F1525,SOCWVSF12A8C141F02,Del Shannon,Hats Off To Larry,13,5
3835,TRHUILT128F424BBC6,SOSJECG12AF72A4DE0,Tiffany,I Think We're Alone Now,24,1
3836,TRTHBJP12903D05F89,SOCGLYT12AB017EBE9,Tiffany,I Think We're Alone Now,24,1
3837,TRSWXYH128F424B901,SONMBOD12D021B3778,Tiffany,I Think We're Alone Now,24,1
3838,TRHUACP128F9330D0C,SONPVRV12AB0185D7E,Steely Dan,Pretzel Logic,5,57
3839,TRJBJML128F9329F95,SOOLSLA12AB017FDFE,Steely Dan,Pretzel Logic,5,57
3840,TRHUNSP128E078E9A5,SOELGTU12A67020942,The Who,Don't Let Go The Coat,4,84
3841,TRHUPMZ128F92CC01B,SOUBEAX12CF5465224,Simon & Garfunkel,The Dangling Conversation,7,25
3842,TRPFDFM128F426ADA8,SOHJTFJ12CF5F86DAD,Simon & Garfunkel,The Dangling Conversation,7,25
3843,TRHUJZI128F4260326,SOXWUIG12A8C1326EE,Ashford & Simpson,Street Corner,10,56
3844,TRJLVFO128F931131F,SOLHYLG12AF729D942,Ashford & Simpson,Street Corner,10,56
3845,TRHUSLA12903CA449E,SOUFKRS12AB01885DE,Hannah Montana,Life's What You Make It,4,25
3846,TRHUVTX128F4272624,SOCOVYR12A8C13609E,The Ebonys,You're The Reason Why,7,51
3847,TRHLCTI128F4277B10,SOUHQLA12A8C13C7D2,The Delfonics,Didn't I (Blow Your Mind This Time),14,10
3848,TREIWEH128F92FE56F,SOVCKUG12A8C137661,The Delfonics,Didn't I (Blow Your Mind This Time),14,10
3849,TRJBEHF12903CE4A32,SOAQJKN12AB018AABA,The Delfonics,Didn't I (Blow Your Mind This Time),14,10
3850,TRHLCIL12903CF1733,SOTJOZQ12AC468B71B,Jackie Wilson,That's Why (I Love You So),13,13
3851,TRRPDLM12903CB7345,SODOGHD12AB018CE06,Jackie Wilson,That's Why (I Love You So),13,13
3852,TRHLARK128F93011ED,SOLNPBG12A8C140358,The Crests,The Angels Listened In,16,22
3853,TRHLAKW128F931B10B,SOEMZRO12AB0187FB0,Martha & The Vandellas,Live Wire,7,42
3854,TRFZZSH128F146E253,SOIPROU12A6D4F8142,Martha & The Vandellas,Live Wire,7,42
3855,TRVFPZM128F14916B6,SOTGLDB12A6D4F8699,Martha & The Vandellas,Live Wire,7,42
3856,TRXMRWG128E078FFFB,SOXFBLY12A6701EA26,Martha & The Vandellas,Live Wire,7,42
3857,TRHLTMZ128F4270948,SOTFFUF12A8C1312F4,The Doobie Brothers,Listen To The Music,13,11
3858,TRHLUCU128F145834C,SOWYKNT12A6D4F8874,Cutting Crew,I've Been In Love Before,21,9
3859,TRHLEVU128E0792E39,SOXEGBZ12A679AE53D,Eagle-Eye Cherry,Save Tonight,28,5
3860,TRHLEAG128F4266080,SOMWESK12A8C13044E,Hi-Five,Quality Time,17,38
3861,TRHLJYY128F1474A08,SOFTALV12A6D4F8A60,Chris Cagle,Laredo,12,60
3862,TRHLDDH128F92CBD5B,SOPBHZK12A67ADA02D,Bobby Taylor & The Vancouvers,Does Your Mama Know About Me,10,29
3863,TRPTIVK128F42B2C2B,SOIKEUA12A8C140B1E,Bobby Taylor & The Vancouvers,Does Your Mama Know About Me,10,29
3864,TRHLDOI128F930EFBC,SOPYGAH12D02198ED7,John Denver,Seasons Of The Heart,5,78
3865,TRHLDJS128F92EF471,SOHFGTX12AB017E2B1,Jessica Simpson,These Boots Are Made For Walkin',11,14
3866,TRDNPZG128F92EF503,SOZVHCO12AB017C565,Jessica Simpson,These Boots Are Made For Walkin',11,14
3867,TRXWIDV128F92EF501,SONLRQF12AF72A5292,Jessica Simpson,These Boots Are Made For Walkin',11,14
3868,TRXRJZZ128F42BC247,SOOMIBO12A8C142F94,Jessica Simpson,These Boots Are Made For Walkin',11,14
3869,TRHEHDP128F4262E54,SOWTXQN12A8C13261A,Groove Theory,Tell Me,33,5
3870,TRNQXPB128F9316747,SOHCYJT12AB017FBA6,Groove Theory,Tell Me,33,5
3871,TRHECJS12903C9FC15,SOJVGPS12A8C141C3D,The Mystics,Hushabye,15,20
3872,TRPDIGP12903CF0A3B,SOIVHVC12AC4688EC2,The Mystics,Hushabye,15,20
3873,TRDWEZI128F92F1594,SOTGJWL12A8C141C45,The Mystics,Hushabye,15,20
3874,TRHERLD128F42599C6,SORDAOY12A8AE46080,The Clash,Should I Stay Or Should I Go,23,45
3875,TRNBSRV128F92D4F73,SOKEPPJ12A8C14479E,The Clash,Should I Stay Or Should I Go,23,45
3876,TRTEBXR128F4259ABC,SOYEUPH12A8AE45FFC,The Clash,Should I Stay Or Should I Go,23,45
3877,TRHERPX128E0793096,SOUMFCO12AB01889A6,Sting,Fortress Around Your Heart,20,8
3878,TRHEBDB128F92E9FC0,SOKIBSD12AB017B1B4,Shakira,Don't Bother,9,42
3879,TRHEQMP128F4284AED,SOGYDDH12A8151CA15,Simon & Garfunkel,My Little Town,14,9
3880,TRHEQQM128F93233A8,SOYERXW12A58A7ECCD,Dan Baird,I Love You Period,16,26
3881,TRHEZPL128F428A575,SOQKWYU12A8C139C55,Bobby Bare,Detroit City,12,16
3882,TRCYSEP12903CA817F,SONSEWY12AB0189991,Bobby Bare,Detroit City,12,16
3883,TRRBZSJ12903D13D8B,SOUSGWR12AC468E4CE,Bobby Bare,Detroit City,12,16
3884,TRFYNEH128F4289A7C,SOAUWCT12A8C137982,Bobby Bare,Detroit City,12,16
3885,TRZPQIF128F4289EDF,SOKSWLA12A8C1395A1,Bobby Bare,Detroit City,12,16
3886,TREHPDI12903C9748E,SOLUYWT12AB0187AA9,Bobby Bare,Detroit City,12,16
3887,TRVFJFB128F92D4AEE,SODEMPV12A8C1418C6,Bobby Bare,Detroit City,12,16
3888,TRHEPOD128F42652E3,SOXZNHV12AF72A62EB,Neil Diamond,Solitary Man,24,21
3889,TRAXKQB128F426F078,SOBYSKG12D02190396,Neil Diamond,Solitary Man,24,21
3890,TRHESQM128F9309934,SOECPPC12AB0183841,Britney Spears,Everytime,18,15
3891,TRCXXLL12903D018B8,SONSCIZ12AC9073269,Britney Spears,Everytime,18,15
3892,TRRBXPP128F930992E,SOUYKDZ12AB0184514,Britney Spears,Everytime,18,15
3893,TRRPFDP128F932FEA7,SOSZBNE12AF72AAED8,Britney Spears,Everytime,18,15
3894,TRBULVD128F4293D27,SOFIFUK12A8C1393F8,Britney Spears,Everytime,18,15
3895,TRAECBR128F429F8C0,SOFIFUK12A8C1393F8,Britney Spears,Everytime,18,15
3896,TRVURQY128F4293D2B,SOCUMVU12A8C139408,Britney Spears,Everytime,18,15
3897,TRDYMXJ128F9330298,SOPFVER12AB0180FEF,Britney Spears,Everytime,18,15
3898,TRHEYQT128F92D3824,SOYKXQD12A8C142048,Brian Hyland,The Joker Went Wild,11,20
3899,TRHJCZM128F931AFD4,SOQXFXP12AB018043C,The Marvelettes,Twistin' Postman,9,34
3900,TRHJCKK128F428A543,SOQCVHR12A8C13A1BC,Pure Prairie League,Amie,13,27
3901,TRHJCOR128F42551DD,SOEWTCQ12A67020324,The Stylistics,Funky Weekend,9,76
3902,TRHJRTX128F4292280,SONHXLV12A8C14003B,Bertha Tillman,Oh My Angel,9,61
3903,TRHJRGJ128E0784438,SOJEBJO12A6701C322,Godley & Creme,Cry,17,16
3904,TRHJQJE128F930DD6A,SOGFVWX12AB017FDB3,Percy Sledge,Cover Me,8,42
3905,TRDUZFD12903CD796A,SONUNLP12A58A7BF55,Percy Sledge,Cover Me,8,42
3906,TRHJTOO128F145D75B,SOTTKFP12A6D4F7847,Bobby Vee,My Girl/Hey Girl,9,35
3907,TRHJUBM128F932A24F,SOSMWMG12CF5F86F22,The Cars,My Best Friend's Girl,15,35
3908,TRHJUWP128F92EA8A6,SONLXGN12AB0182821,Tony Bennett,For Once In My Life,5,91
3909,TRHJEYI12903CB5053,SOXTCPF12AB018B86F,Ohio Express,Yummy Yummy Yummy,14,4
3910,TRBDWXS12903CB5076,SOVYBIL12AB018B3BE,Ohio Express,Yummy Yummy Yummy,14,4
3911,TRHJEBV128F426A326,SOLQVZE12A8AE47A25,Cyndi Lauper,My First Night Without You,6,62
3912,TRHJJRF128F1459CF4,SONAHEO12A6D4F89B7,Donna Fargo,Superman,9,41
3913,TRBDMAU128F935960B,SOSQYQG12AB01835EA,Donna Fargo,Superman,9,41
3914,TRHJSEZ128F1459DCC,SOODKCX12A6D4F5E2E,Billy Currington,I Got A Feelin',16,50
3915,TRHJVGH12903CB1529,SOWZIMW12AB017C0DF,Mott The Hoople,All The Young Dudes,11,37
3916,TRZWBGK12903CB0D50,SOCWSFJ12A8C1339BF,Mott The Hoople,All The Young Dudes,11,37
3917,TRNRWQE128F92F8FCB,SOLSPNW12A8AE4670D,Mott The Hoople,All The Young Dudes,11,37
3918,TRTVUCM128F42ACE7E,SOIXCLH12A8C13F98C,Mott The Hoople,All The Young Dudes,11,37
3919,TRLDVHT128F4261F88,SOKBFHF12A8AE46E1F,Mott The Hoople,All The Young Dudes,11,37
3920,TRHJDJS128F1484D06,SOINBRO12A6D4F9A12,Brenda Lee,Fool #1,14,3
3921,TRJMOXH128F1456A0D,SOHSTJL12A6D4F703B,Brenda Lee,Fool #1,14,3
3922,TRHSMEG128F42BC646,SOBEHLM12A8C1408C7,Aaron Carter,That's How I Beat Shaq,2,96
3923,TRHSRZI128F42598CC,SOYGJQA12A58A79755,Sade,The Sweetest Taboo,22,5
3924,TRHSRCW128F42A2437,SOXDDIW12A8C13F12C,Toni Braxton,He Wasn't Man Enough,37,2
3925,TRAMFJR128F92C1DB1,SOQCQNU12A8C138694,Toni Braxton,He Wasn't Man Enough,37,2
3926,TRTUTFV128F42AC2F9,SOJIKKQ12A58A7BDAE,Toni Braxton,He Wasn't Man Enough,37,2
3927,TRDYPIC128F92C1F6F,SOTWGDF12A8C1409E8,Toni Braxton,He Wasn't Man Enough,37,2
3928,TRKHBXI128F4288512,SORMKJV12A8C137C26,Toni Braxton,He Wasn't Man Enough,37,2
3929,TRHSBTY128F933607F,SOHWGUD12AB018687F,Sponge,Molly (Sixteen Candles),18,55
3930,TRHSBQF128F42599DD,SOHHZDH12A8AE460CC,Paul Young,Love Of The Common People,11,45
3931,TRIQVQP128F425D6BD,SOVLZQU12A8C13D15C,Paul Young,Love Of The Common People,11,45
3932,TRYDKMP128F425D6B2,SORQHZW12A8AE4718E,Paul Young,Love Of The Common People,11,45
3933,TRHSQAU128F146630D,SOMUKRV12A6D4F8020,Limahl,Never Ending Story,19,17
3934,TRHKBEF128F4245E6F,SOCLOEH12A6D4FC708,Limahl,Never Ending Story,19,17
3935,TRNRKLE128F930F8FB,SOFCQYK12A58A7DB8E,Limahl,Never Ending Story,19,17
3936,TRJZHTR128F9333A29,SOCLDQT12AB0186923,Limahl,Never Ending Story,19,17
3937,TRKBUDH128F146506E,SOZBTYV12A6D4F7CF4,Limahl,Never Ending Story,19,17
3938,TRHSZMH128F42719F4,SOAQGHR12A8C136EB1,Willie Nelson,On The Road Again,20,20
3939,TREVVDW12903CB1140,SOQCVKP12CF5F86E82,Willie Nelson,On The Road Again,20,20
3940,TRYMEPM128F4270B01,SOEVNSJ12A8C133315,Willie Nelson,On The Road Again,20,20
3941,TRHSIXC128F4243D09,SOWBXPW12A8C131E83,Enuff Z'Nuff,New Thing,7,67
3942,TRCXYZE12903CAA755,SOGNDQW12A58A7D8D0,Enuff Z'Nuff,New Thing,7,67
3943,TRHSIXW128F14A4730,SOSMWYE12A58A7D888,Tommy James And The Shondells,Say I Am (What I Am),8,21
3944,TRHSPGT128F42628EA,SOPJUJO12A8C132373,Darden Smith,Loving Arms,2,96
3945,TRHSTXU128E0796A76,SOEGZID12A67AE0F06,Natalie Cole,Inseparable,17,32
3946,TRHSTHD12903CC6638,SOKRZBO12A8C140BD5,Don Covay,The Popeye Waddle,7,75
3947,TRHSJHW128F148B276,SOURIDG12A58A7AAC7,The Brothers Johnson,Treasure,4,73
3948,TRHSKFF128F428668D,SORDJJS12A8C13E056,Kraftwerk,Autobahn,10,25
3949,TRHSYNT128F4271779,SOBEOGH12A8C136D91,Charlie Rich,I Love My Friend,13,24
3950,TRHVMAS128F1464071,SOEOBPY12A6D4F84D2,Ohio Players,Skin Tight,11,13
3951,TRAFAQX128F425CA5C,SOWCVZF12A8AE4732E,Ohio Players,Skin Tight,11,13
3952,TRTPVJD128F145F8F3,SOCGKPU12A6D4F6FC4,Ohio Players,Skin Tight,11,13
3953,TRHVMCJ128F9304DDE,SOCZZWJ12AAF3B53AC,Brook Benton,Shadrack,9,19
3954,TRHVGNQ128F4271735,SOYHXOQ12A8C136E29,Marty Robbins,Begging To You,5,74
3955,TRHVGXR128F9328102,SOFILWJ12AB0180E9A,The Tymes,Here She Comes,3,92
3956,TRHVCZF128F92D1DED,SOSKTAU12D021933EA,John Denver,Sunshine On My Shoulders,18,1
3957,TRESUZN128F92EE488,SOKNADZ12D021B2025,John Denver,Sunshine On My Shoulders,18,1
3958,TRSYOVF12903CFB932,SOWGWLW12AC468C336,John Denver,Sunshine On My Shoulders,18,1
3959,TRHVBCC128F429E974,SOSKKOL12A58A7BE90,Marc Anthony,I Need To Know,40,3
3960,TRQERCZ128F42654C7,SOBXSMI12A8C134CDE,Marc Anthony,I Need To Know,40,3
3961,TRHVQUB12903CB2B3C,SOFBRMY12AB0186CDB,Uriah Heep,Stealin',7,91
3962,TRHVZFK128F42AC2FB,SOCFGNL12A8C13DC37,Alicia Keys,Fallin',34,1
3963,TRIHMLE128F92F3F8C,SOLQDEL12A8C137A31,Alicia Keys,Fallin',34,1
3964,TRDZVFV128F92F0712,SOCFGNL12A8C13DC37,Alicia Keys,Fallin',34,1
3965,TRHVIRM12903CEA4E4,SOAJNRK12AB018E791,Bad Company,Burnin' Sky,4,78
3966,TRHVSGT128F9327A24,SOQQGPO12AB0181F82,Bad Company,Burnin' Sky,4,78
3967,TRHVSGL128F428AEEB,SOWBHRF12A8C137AB2,Maroon 5,Wake Up Call,22,19
3968,TREKZUM128F429FC76,SOIZHLY12A8C1400CB,Maroon 5,Wake Up Call,22,19
3969,TRHVDCV128EF342BB5,SOKXLHC12CF5F870AC,Elton John,Made In England,10,52
3970,TRHVOHR128E07840A4,SOWGQHG12A58A78688,Kylie Minogue,Come Into My World,8,91
3971,TRHVYKL128F1460BB1,SOZYCOW12A8C143ACB,El DeBarge,Love Always,12,43
3972,TRHVYJU128F42B19AD,SONGRWI12A8C140A72,Bobby Rydell,Forget Him,16,4
3973,TRBFFZW128F92F74ED,SOONHGO12AB017F969,Bobby Rydell,Forget Him,16,4
3974,TRXYPOB128F92D2B94,SOIJGGK12A8C1438FB,Bobby Rydell,Forget Him,16,4
3975,TRHDWPK128F42798C2,SOOMORW12AF72A2836,Heart,Unchained Melody,3,83
3976,TRHDWAT128F92CC2EA,SOLKKET12A8C142870,Keith Sweat,I Want Her,20,5
3977,TRHDFRB12903C9C78A,SOFNGQO12A67AE0E3A,Vanessa Williams,Save The Best For Last,27,1
3978,TRQCCKO128F145E393,SOJWDWF12A6D4F61BA,Vanessa Williams,Save The Best For Last,27,1
3979,TRHDFYF128F1459959,SOPXRQT12A6701EAC9,Tom Petty And The Heartbreakers,The Waiting,13,19
3980,TRRAEGX128E0791946,SORBMGV12A6701F66C,Tom Petty And The Heartbreakers,The Waiting,13,19
3981,TROGDHN128F934C06F,SOABBTI12A58A7D711,Tom Petty And The Heartbreakers,The Waiting,13,19
3982,TRHDIQB128F426B174,SOFESXI12A8C133B17,Bob Dylan,Just Like A Woman,6,33
3983,TRRQHIX128F92E17B1,SORSAII12A8AE48701,Bob Dylan,Just Like A Woman,6,33
3984,TRVWARA128F4267290,SOWTXZD12D021B3D8C,Bob Dylan,Just Like A Woman,6,33
3985,TRHDAQX128F42780F1,SOZSLID12A58A7D4AA,Living Colour,Glamour Boys,13,31
3986,TRKFMPM12903CF8388,SOGTCRX12AC4687FFA,Living Colour,Glamour Boys,13,31
3987,TRHDLDH128F428A36C,SOOTNEY12AF72A12D9,Martina McBride,Love's The Only House,20,42
3988,TRHDEWE128EF34DE82,SOPMKWG12A6D4F86AE,Eddie Kendricks,If You Let Me,8,66
